blockTradeId,closedSize,createType,execFee,execFeeV2,execId,execPrice,execQty,execTime,execType,execValue,extraFees,feeCurrency,feeRate,indexPrice,isMaker,leavesQty,markIv,markPrice,marketUnit,orderId,orderLinkId,orderPrice,orderQty,orderType,seq,side,stopOrderType,symbol,tradeIv,underlyingPrice
,0.63,CreateByUser,0.00866124,-0.00866124,c190b9d4-5bd0-5f9a-927a-df60bdef616d,39.28,0.63,1766752083301,Trade,24.7464,,USDT,0.00035,,False,0,,39.28,,7a8c4ce4-6212-49da-8556-eb99099aa39e,,35.36,0.63,Market,292517706064,Sell,UNKNOWN,DASHUSDT,,
,0,CreateByUser,0.01027264,-0.01027264,8ffa911b-92b9-5ba4-8a76-fc4e565d1a38,0.4586,64,1766750968035,Trade,29.3504,,USDT,0.00035,,False,0,,0.4588,,3f6336f4-192f-4ead-8957-4550aa06c7de,,0.413,64,Market,253587689025,Sell,UNKNOWN,XTZUSDT,,
,0,CreateByUser,0.0086414,-0.0086414,8e01374d-90a0-5415-b08e-04446c761e97,39.19,0.63,1766750967858,Trade,24.6897,,USDT,0.00035,,False,0,,39.2,,fdebbab3-5969-47af-8680-5193d2b166ed,,43.12,0.63,Market,292515680831,Buy,UNKNOWN,DASHUSDT,,
,0,,0.00204892,-0.00204892,97473d33-a3f1-4d6c-a610-cff47a3d132d,0.0007764,26390,1766736000000,Funding,20.489196,,USDT,0.0001,,False,0,,0.0007764,,d6c8bc4c-0552-42f8-899f-930cf7129764,,0,0,UNKNOWN,292489475519,Buy,UNKNOWN,SLPUSDT,,
,0,,-0.00242898,0.00242898,2d53a1a4-651b-42b1-b477-2d4a74a0d2f0,0.2297,109.4,1766736000000,Funding,25.12918,,USDT,-0.000096,,False,0,,0.2297,,8ff98719-160a-4b0a-95ba-7063002a8eeb,,0,0,UNKNOWN,344675478465,Sell,UNKNOWN,KNCUSDT,,
,0,CreateByUser,0.00696525,-0.00696525,f9909972-3e5b-52eb-b51a-00b5e0f5d26e,0.0007541,26390,1766710401946,Trade,19.900699,,USDT,0.00035,,False,0,,0.0007544,,58f61f00-8f75-4544-a84d-58da90ed8732,,0.0009052,26390,Market,292428398942,Buy,UNKNOWN,SLPUSDT,,
,0,CreateByUser,0.00870332,-0.00870332,c9b852b5-7051-5980-b5ee-f563a94aba74,0.2273,109.4,1766710401766,Trade,24.86662,,USDT,0.00035,,False,0,,0.2274,,51f6c79b-5fd9-49d0-bcab-570a956e8388,,0.2047,109.4,Market,344604965607,Sell,UNKNOWN,KNCUSDT,,
,20540,CreateByUser,0.00541835,-0.00541835,89f32754-536c-5ab1-9ed9-4f22088d9aac,0.0007537,20540,1766710384208,Trade,15.480998,,USDT,0.00035,,False,0,,0.0007546,,7b3056bd-3333-4dfb-8702-70ca77986c2f,,0.0006037,25440,Market,292428358059,Sell,UNKNOWN,SLPUSDT,,
,4900,CreateByUser,0.00129277,-0.00129277,241030e6-5e00-5018-a678-e2b836e208af,0.0007538,4900,1766710384208,Trade,3.69362,,USDT,0.00035,,False,20540,,0.0007546,,7b3056bd-3333-4dfb-8702-70ca77986c2f,,0.0006037,25440,Market,292428358059,Sell,UNKNOWN,SLPUSDT,,
,103.8,CreateByUser,0.00826145,-0.00826145,f6868938-5bc8-5ffa-a606-d0f5f5b7af1c,0.2274,103.8,1766710384025,Trade,23.60412,,USDT,0.00035,,False,0,,0.2274,,8c8bef70-ad8d-4862-866b-ea1ec20cdb45,,0.2501,108.3,Market,344604933162,Buy,UNKNOWN,KNCUSDT,,
,4.5,CreateByUser,0.00035784,-0.00035784,e37898b8-8224-572b-aa7b-0a9a968b4dbe,0.2272,4.5,1766710384025,Trade,1.0224,,USDT,0.00035,,False,103.8,,0.2274,,8c8bef70-ad8d-4862-866b-ea1ec20cdb45,,0.2501,108.3,Market,344604933162,Buy,UNKNOWN,KNCUSDT,,
,0,,0.0019398,-0.0019398,b58f7863-4655-4806-b615-11a881fa5e0c,0.0007625,25440,1766707200000,Funding,19.398,,USDT,0.0001,,False,0,,0.0007624,,5249e7ec-8df7-42fc-8f41-aef8e7a494c7,,0,0,UNKNOWN,292420821129,Buy,UNKNOWN,SLPUSDT,,
,0,,-0.00245407,0.00245407,c9c83861-7e62-4e4e-9009-d0c46438ed17,0.2266,108.3,1766707200000,Funding,24.54078,,USDT,-0.0001,,False,0,,0.2266,,b509b1fc-0794-4c19-9ff1-8ab931aacd88,,0,0,UNKNOWN,344595306814,Sell,UNKNOWN,KNCUSDT,,
,38.6,CreateByUser,0.00613625,-0.00613625,92212205-0033-5e94-8bed-b5f1f847c094,0.4542,38.6,1766692061410,Trade,17.53212,,USDT,0.00035,,False,0,,0.455,,6bb01124-894b-496e-94f8-a27fdf4d2cee,,0.4095,55.2,Market,253327548048,Sell,UNKNOWN,XTZUSDT,,
,16.5,CreateByUser,0.00262359,-0.00262359,be021ca8-3c50-5e3a-b4d8-48fb617c928a,0.4543,16.5,1766692061410,Trade,7.49595,,USDT,0.00035,,False,38.6,,0.455,,6bb01124-894b-496e-94f8-a27fdf4d2cee,,0.4095,55.2,Market,253327548048,Sell,UNKNOWN,XTZUSDT,,
,0.1,CreateByUser,0.00001591,-0.00001591,40dc4c16-b58f-54d9-a44a-0cc09538307f,0.4543,0.1,1766692061410,Trade,0.04543,,USDT,0.00035,,False,55.1,,0.455,,6bb01124-894b-496e-94f8-a27fdf4d2cee,,0.4095,55.2,Market,253327548048,Sell,UNKNOWN,XTZUSDT,,
,0.68,CreateByUser,0.00935102,-0.00935102,f3c1d11d-f25a-5452-ad11-d94aa7d8b8bd,39.29,0.68,1766692061210,Trade,26.7172,,USDT,0.00035,,False,0,,39.29,,2cf7d80e-5c3d-43f0-a333-318fca6e5c71,,43.21,0.68,Market,292396171382,Buy,UNKNOWN,DASHUSDT,,
,0,,-0.00269695,0.00269695,3b9c4371-e838-4176-a2ee-c18dd0b894e1,0.4539,55.2,1766689200000,Funding,25.05528,,USDT,-0.000107,,False,0,,0.4539,,6c8ad3b8-fd67-46a5-a354-efa5ad5c883d,,0,0,UNKNOWN,253318525875,Buy,UNKNOWN,XTZUSDT,,
,0,CreateByUser,0.0069754,-0.0069754,988fc276-fb9f-5512-bed5-5b7cfd2af3d4,0.0007834,25440,1766686176157,Trade,19.929696,,USDT,0.00035,,False,0,,0.000784,,46856078-d8ff-4afa-80f4-2726dc945535,,0.0009408,25440,Market,292388910033,Buy,UNKNOWN,SLPUSDT,,
,0,CreateByUser,0.00330568,-0.00330568,c875afe5-3bee-5e31-8917-0d65e8dbb1f6,0.2298,41.1,1766686175943,Trade,9.44478,,USDT,0.00035,,False,0,,0.23,,14d72e90-510c-48ac-898b-0bfa0e316aac,,0.207,108.3,Market,344553145034,Sell,UNKNOWN,KNCUSDT,,
,0,CreateByUser,0.00244614,-0.00244614,3fc184e1-9ce0-5072-9ce6-ee3df710e5fa,0.2299,30.4,1766686175943,Trade,6.98896,,USDT,0.00035,,False,41.1,,0.23,,14d72e90-510c-48ac-898b-0bfa0e316aac,,0.207,108.3,Market,344553145034,Sell,UNKNOWN,KNCUSDT,,
,0,CreateByUser,0.00296112,-0.00296112,9b5952bc-eb6d-5759-a41f-d2882ebc8fe5,0.2299,36.8,1766686175943,Trade,8.46032,,USDT,0.00035,,False,71.5,,0.23,,14d72e90-510c-48ac-898b-0bfa0e316aac,,0.207,108.3,Market,344553145034,Sell,UNKNOWN,KNCUSDT,,
,0,,0.0003114,-0.0003114,3b490c72-afdc-49d1-8f73-430afbc09909,0.4513,55.2,1766685600000,Funding,24.91176,,USDT,0.000012,,False,0,,0.4513,,b9412c13-a128-43f1-a0e5-5aeb822cd610,,0,0,UNKNOWN,253306104025,Buy,UNKNOWN,XTZUSDT,,
,0,CreateByUser,0.00580631,-0.00580631,eb28af46-35ce-5d1a-94ca-690e0514c5dc,0.4508,36.8,1766684373292,Trade,16.58944,,USDT,0.00035,,False,0,,0.4507,,5be7101a-0dd5-4227-b246-a51e80a1ab8a,,0.4957,55.2,Market,253302116999,Buy,UNKNOWN,XTZUSDT,,
,0,CreateByUser,0.00026817,-0.00026817,a724d3ea-cece-5f59-b068-226270cf34df,0.4507,1.7,1766684373292,Trade,0.76619,,USDT,0.00035,,False,36.8,,0.4507,,5be7101a-0dd5-4227-b246-a51e80a1ab8a,,0.4957,55.2,Market,253302116999,Buy,UNKNOWN,XTZUSDT,,
,0,CreateByUser,0.00263435,-0.00263435,65ced2df-1475-5e8c-b85f-6593c122d848,0.4507,16.7,1766684373292,Trade,7.52669,,USDT,0.00035,,False,38.5,,0.4507,,5be7101a-0dd5-4227-b246-a51e80a1ab8a,,0.4957,55.2,Market,253302116999,Buy,UNKNOWN,XTZUSDT,,
,0,CreateByUser,0.00944622,-0.00944622,44a796d9-fd78-55a2-92cc-badb848cc99b,39.69,0.68,1766684373088,Trade,26.9892,,USDT,0.00035,,False,0,,39.68,,c9f66d7a-2882-47d6-892d-ecd61ae00d4c,,35.72,0.68,Market,292386344856,Sell,UNKNOWN,DASHUSDT,,
